Author(s) ID,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Sponsors,Conference name,Conference date,Conference location,Conference code,Language of Original Document,Document Type,Publication Stage,Open Access,Source
"57205399945;57218466672;","Fruits of the Veld: Ecological and Socioeconomic Patterns of Natural Resource Use across South Africa",2020,"Human Ecology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093099592&doi=10.1007%2fs10745-020-00185-x&partnerID=40&md5=07402e354e6b9046a4d0f3bca8379664","Wild edible fruits (WEFs) are important non-timber forest products (NTFP) that are commonly grouped with other wild foods or NTFPs in general. We hypothesize that WEFs, other wild foods, and non-food NTFPs contribute in different ways to household economies. Using data collected through a survey of 503 households in South Africa, we describe patterns of use of WEFs across socioeconomic and geographical gradients and compare them to the patterns of use of other wild foods and non-food NTFPs. WEFs were used by one-fifth of all sampled households, independent of economic and urbanisation gradients and were grown in or collected mostly from surrounding areas. More households, usually in rural areas, used other wild foods and non-food NTFPs, which were often purchased from other collectors. We suggest improving access to WEFs through planting to extend their nutritional, medicinal, cultural, and livelihood value to the public. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.","Biomes; Natural resources; Non-timber forest products; Socioeconomic survey; South Africa; Urbanisation gradient; Wealth; Wild edible fruits; Wild foods",,,,,,,"English",Article,"Final","",Scopus
"9432478900;6602651308;57218684289;57218687619;","Patriarchy and (electric) power? A feminist political ecology of solar energy use in Mexico and the United States",2020,"Energy Research and Social Science",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090054462&doi=10.1016%2fj.erss.2020.101743&partnerID=40&md5=3c8f272620249efa733f0fcd59c0c037","This study combines the use of feminist political ecology and a water-energy-food nexus lens to analyze gender, age and social class in women's experiences with small-scale solar energy projects in urban and rural Arizona, USA and Zacatecas, Mexico. Unlike fossil fuels, renewable energy lends itself to more decentralized forms of production, offering an opportunity for individuals and communities (rather than corporations) to shape a more sustainable energy landscape. Understanding women's roles and needs related to small-scale solar energy projects is essential; women remain the most important decision-makers and laborers for household and small-scale livelihood-related energy use. The study focused on the roles of women community leaders and male self-taught innovators in small-scale solar energy technology training, uptake and dissemination. It also analyzed barriers for elderly and low-income women to access solar energy. Most of the solar energy was related to water use for household chores or for irrigation of urban or rural agriculture. Some projects assisted women in meeting their household and livelihood needs in multiple ways and were part of broader household and community-level sustainability initiatives. The policy and institutional context in which the small-scale projects were inserted shaped women's access to training and technologies. Some projects and programs missed the very populations they were intended to serve due to funding politicization. © 2020 Elsevier Ltd","Arizona; Feminist political ecology; Solar energy; WEF nexus; Women; Zacatecas",,,,,,,"English",Article,"Final","",Scopus
"57202316695;6507498114;55967272300;","Impact of water and energy infrastructure on local well-being: an agent-based analysis of the water-energy-food nexus",2020,"Structural Change and Economic Dynamics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090408762&doi=10.1016%2fj.strueco.2020.08.003&partnerID=40&md5=d2cb9891beb442344ca2940c3ad87702","Investments in infrastructure development are considered a key for economic growth, but their impact on well-being of rural populations is controversial. We propose an agent-based model to study the impact that water canals and electric grid development have on the Water-Energy-Food (WEF) nexus in a rural area. The analysis addresses the effects of hydropower infrastructure construction on basic needs satisfaction show the emergence of a competition for land between rural communities and water and energy sectors. Environmental heterogeneity is found to play a critical role, because physical exclusion and economic constraints may reduce the benefits of new service access for some intended beneficiares. These results have implications for government planning processes, as they emphasize the potential for infrastructure to cause appreciable, even if unintended, harm to local rural communities. The use of agent-based analysis like that presented here, can help to minimize unintended consequences and to inform compensation policies. © 2020 Elsevier B.V.","Agent-Based Model; Food Security; Infrastructure Development; Sustainable Development; Water-Energy-Food nexus","economic growth; energy use; food security; infrastructure; investment; rural area; sustainable development; water supply",,,,,,"English",Article,"Final","",Scopus
"57219223213;57219232438;7801563541;57219229986;57203530008;","Trade-offs across the water-energy-food nexus: A triple bottom line sustainability assessment of desalination for agriculture in the San quintín Valley, Mexico",2020,"Environmental Science and Policy",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091754755&doi=10.1016%2fj.envsci.2020.08.008&partnerID=40&md5=bfae0535ee3c4a7d4b4bdabe251761fb","This paper introduces a novel triple bottom line sustainability assessment to evaluate the water-energy-food nexus of desalination for agriculture. Falling technology costs and rising water scarcity worldwide make desalination an increasingly attractive proposition, and agriculture is one of the main sectors grappling with its potential impacts. To explore this issue, we combine a wide range of primary and secondary environmental, economic, and social data with a triple bottom line / WEF nexus analysis, to demonstrate both the holistic sustainability impacts of desalination for agriculture, and the multi-sectoral policy environment within which desalination is adopted. We apply this approach to 54 privately-owned desalination plants that treat brackish groundwater for agricultural use in the San Quintín Valley of Baja California, Mexico. We find that subsidized energy for local agribusinesses plays an important role in making desalination economically viable in the region. This in turn fuels a large agricultural export industry that represents a significant virtual water transfer to the US market. Rapid population growth in the area driven by agricultural labor needs exacerbates the issues of social equity and sustainability that these subsidies and transfers raise. We conclude with a discussion of how to manage these identified trade-offs across the water-energy-food nexus. © 2020 Elsevier Ltd","Agriculture; Desalination; Sustainability; Triple bottom line; Water-energy-food nexus","brackish water; fuel; ground water; agricultural worker; Article; Baja California; carbon footprint; commercial phenomena; desalination; employment; energy consumption; energy resource; environmental economics; environmental impact; environmental impact assessment; environmental policy; environmental sustainability; food; human; industry and industrial phenomena; market; population growth; priority journal; social aspects and related phenomena; social sustainability; sustainable agriculture; trade off; United States; water supply; water transport; water treatment",,,,,,"English",Article,"Final","",Scopus
"56006843500;57201010706;57211146931;55343368900;","Entrepreneurship, innovation and competitiveness: A public institution love triangle",2020,"Socio-Economic Planning Sciences",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085210211&doi=10.1016%2fj.seps.2020.100863&partnerID=40&md5=48871bb01c3201fe42c783879f79d630","Diverse and different research studies have approached the impact of the quality of public institutions on entrepreneurship, innovation and competitiveness. However, this relationship has not hitherto been subject to simultaneous study but rather only separately. In turn, our research thus holds the objective of simultaneously evaluating the impact of the quality of public institutions on entrepreneurship, innovation and competitiveness based on data aggregated at the OECD member state level. We therefore seek to demonstrate how the higher the perceptions of public institution quality held by individuals, the higher the indices of entrepreneurship, innovation and competitiveness. To this end, we deploy data collected from various sources, specifically the United Nations (UN), the World Bank (WB), the Organisation for Economic Cooperation and Development (OECD), World Intellectual Property Organization (WIPO), Global Entrepreneurship Monitor (GEM), World Economic Forum (WEF), International Bank for Reconstruction and Development (IBRD) and Freedom House (FH), for the years between 2006 and 2018 (13 years). For the analysis of this data, we apply an econometric methodology based on multiple regression models for unbalanced panel data. We may thus report that the higher the perception of quality of public institutions, the greater the level of the variables applied for entrepreneurship, innovation and competitiveness. We believe our empirical results contain important implications whether for researchers, politicians and decision-makers involved in drafting public policies. © 2020 Elsevier Ltd","Competitiveness; Econometric analysis; Entrepreneurship; GEM; Innovation; OECD; Public institutions","competitiveness; decision making; econometrics; entrepreneur; innovation; OECD; panel data; perception; public sector; Varanidae",,,,,,"English",Article,"Final","",Scopus
"57218530807;57220556396;6602874771;","The role of technological innovation in plastic production within a circular economy framework",2020,"Resources, Conservation and Recycling",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089427873&doi=10.1016%2fj.resconrec.2020.105094&partnerID=40&md5=666f1bdc7bb2ab4db6d15d3b9953c322","The growing plastic waste problem has been highlighted by nature programmes like the British Broadcasting Corporation (BBC) War on Plastic series with the World Economic Forum (WEF) 2016 report estimating that by 2050, there could be more plastic than fish in the world's oceans. This has prompted the call for a shift from the linear model of tackling the plastic waste issue to that of a Circular Economy model with increasing demand for recycled resin to be incorporated into the plastic production process alongside virgin resin. However, recycled content are often associated with problems like lack of stability between various combinations of virgin/recycle polymers, which may lead to variations in temperature and inconsistency in the ease of flow attributable to the different temperature and pressure regimes under which virgin raw material and recycled feedstock melt and cool. In this paper, our main contribution is a proposed framework for integrating an enhanced AI/DB interface for analysing historical and real time information/data into a joint DSC-TGA system that allows for simultaneous quality control checks and thermal stability tests on different virgin-recycled resin mixing ratios. The database comes equipped with proven estimation methods, testing and statistical analysis results of different resin specimens to serve as a reference point for production engineers in arriving at desired check and test conditions. The information will be particularly useful to plastic product manufacturers when making decisions regarding the right virgin-recycled mix ratio conditions when using different batches of recycled resin or when they switch a supplier. © 2020 Elsevier B.V.","Circular economy; Enhanced AI/DB interface; Intelligent database; Joint DSC-TGA system; Virgin-recycled polymer mix","Economics; Plastic products; Plastic recycling; Quality control; Resins; British broadcasting corporations; Circular economy; Estimation methods; Plastic production; Product manufacturers; Real-time information; Technological innovation; Temperature and pressures; Plastics industry; polyethylene terephthalate; polymer; resin; conceptual framework; database; innovation; laboratory method; plastic waste; polymer; recycling; regression analysis; waste management; Article; chemical composition; composting; environmental economics; environmental monitoring; plastic industry; plastic waste; quality control; recycling; temperature sensitivity; thermal analysis; thermostability",,,,,,"English",Article,"Final","",Scopus
"57212456749;57196415905;57212448195;55718810700;35611624900;52263767800;","Machine learning algorithms to predict flow condensation heat transfer coefficient in mini/micro-channel utilizing universal data",2020,"International Journal of Heat and Mass Transfer",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090158264&doi=10.1016%2fj.ijheatmasstransfer.2020.120351&partnerID=40&md5=3b9a3160ae222c284231bbf051579a63","Miniature condensers utilizing mini/micro-channel has been recognized as one effective technique for designing a compact heat rejection device. However, because of the complex behaviors in phase-change systems like flow condensation, accurately predicting heat transfer coefficients can be a challenging task. In this study, a large database is utilized to develop machine-learning based models for predicting condensation heat transfer coefficients in mini/micro-channels. A consolidated database of 4,882 data points for flow condensation heat transfer in mini/micro-channels is amassed from 37 sources that includes 17 working fluid, reduced pressures of 0.039 – 0.916, hydraulic diameters of 0.424 mm – 6.52 mm, mass velocities of 50 &lt; G &lt; 1403 kg/m2s, liquid-only Reynolds numbers of 285 – 89,797, superficial vapor Reynolds number of 44 – 389,298, and flow qualities of 0 – 1. This consolidated database is utilized to develop four machine learning based models viz., Artificial Neural Netoworks (ANN), Random Forest, AdaBoost and Extreme Gradient Boosting (XGBoost). A parametric optimization is conducted and ANN and XGBoost showed the best predicting accuracy. The models with dimensionless input parameters: Bd, Co, Frf, Frfo, Frg, Frgo, Ga, Ka, Prf, Prg, Ref, Refo, Reg, Rego, Suf, Sug, Sufo, Sugo, Wef, Wefo, Weg, and Wego predicted the test data for ANN and XGBoost models with MAEs of 6.8% and 9.1%, respectively. The optimal machine-learning models performed better than a highly reliable generalized flow condensation correlation. Models were also able to predict excluded datasheets with reasonable accuracy when data points including the specific working fluid were part of the training dataset of the remaining datasheets. The work shows that machine learning algorithms can become a robust new predicting tool for condensation heat transfer coefficients in mini/micro channels. © 2020 Elsevier Ltd","Condensation; Gradient boosted trees; Heat transfer; Machine learning; Neural networks","Adaptive boosting; Condensation; Database systems; Decision trees; Forecasting; Heat transfer coefficients; Reynolds number; Working fluids; Condensation heat transfer coefficients; Flow condensation; Gradient boosting; Hydraulic diameter; Machine learning models; Mini/micro-channel; Parametric optimization; Reasonable accuracy; Machine learning",,,,,,"English",Article,"Final","",Scopus
"57220807596;6506212007;","Comparative analysis of Azerbaijan's energy sector efficiency trend at the current development stage",2020,"E3S Web of Conferences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097647876&doi=10.1051%2fe3sconf%2f202020901003&partnerID=40&md5=11b00c71f223a7fbab82226837c5ae9d","Methodological and practical aspects of the energy sector efficiency trend in various countries of the world and Azerbaijan for 2013-2017, based on the methodology presented by the World Economic Forum (WEF), are analyzed and considered in the paper. The basis of the methodology for evaluating the effective energy sector performance is the use of an energy triangle, where the vertices are Economic growth and development, Environmental sustainability and Energy access and security, where a set of indicators with their own weighting coefficients is used to evaluate each of subsystems. Naturally, the number of indicators and the weighting coefficients are adjusted in time in order to fully take into account all the features of the energy sector. The Azerbaijan's energy sector efficiency values for the period under review, taking into account all available indicators, are re-calculated, due to this fact the Azerbaijan's place in the world's ranking of countries has moved several positions higher. © The Authors, published by EDP Sciences, 2020.",,"Economics; Planning; Comparative analysis; Development stages; Economic growths; Effective energy; Energy access; Energy sector; Environmental sustainability; Weighting coefficient; Sustainable development",,"2020 Sustainable Development and Smart Management, ENERGY-21","7 September 2020 through 11 September 2020",,165541,"English",Conference Paper,"Final","All Open Access, Gold",Scopus
"7801649700;55293709800;","A positive impact rating for business schools: Case study",2020,"Sustainability (Switzerland)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096110973&doi=10.3390%2fsu12229551&partnerID=40&md5=0e8ef8428eb4dd03d94a981a6c9bd5b1","Business school rankings have been criticized, to blindly “follow the money” with their strong focus on salaries and economic performance, thereby reflecting the values and expectations of the times the rankings were created. Rankings are increasingly seen as out of touch with changing demands on business and business schools to address issues of social impact and sustainability. The newly created Positive Impact Rating for Business Schools (PIR) provides an answer to these demands. This paper presents a case study on the new PIR. It first provides an overview of the critique of current business school rankings. It highlights emerging trends towards including social impact and sustainability in the business school landscape, with a focus on the UN Sustainable Development Goals, research initiatives, accreditations, and rankings. It then presents and discusses in detail the new PIR launched in January 2020 at the WEF in Davos and its initial reception. This new “by students and for students” rating reaches out to students to assess their own business schools on how they perceive them in creating a positive impact on and for the world. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","Business school accreditation; Business school ranking; Purpose orientation; Social impact; Student organizations; Sustainability; UN sustainable development goals","business development; demand analysis; economic growth; ranking; social impact; student; Sustainable Development Goal; wage determination; Davos; Graubunden; Switzerland",,,,,,"English",Article,"Final","All Open Access, Gold",Scopus
"57192257423;7102332490;","Observer-Based Unknown Input Estimator of Wave Excitation Force for a Wave Energy Converter",2020,"IEEE Transactions on Control Systems Technology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092728275&doi=10.1109%2fTCST.2019.2944329&partnerID=40&md5=58afdfc85bdf5519f594cbccfa089840","Several energy maximization control approaches for point-absorber wave-energy converter (PAWEC) systems require knowledge of the wave excitation force (WEF) that is not measurable during the PAWEC operation. Many WEF estimators have been proposed based on stochastic PAWEC modeling using the Kalman filter (KF), extended KF (EKF), or receding-horizon estimation. Alternatively, a deterministic WEF estimator is proposed here based on the fast unknown input estimation (FUIE) concept. The WEF is estimated as an unknown input obviating the requirement to represent its dynamics. The proposed observer-based unknown input estimator (OBUIE) inherits the capability of estimating fast-changing signals from the FUIE, which is important when considering irregular wave conditions. Unlike preceding methods, the OBUIE is designed based on a PAWEC model, including the nonlinear viscous drag force. It has been shown that the nonlinear viscous drag force is essential for accurate PAWEC model description, within the energy maximization control role. The performance of the proposed estimator is evaluated in terms of PAWEC conversion efficiency in a single degree-of-freedom PAWEC device operating in regular and irregular waves. Simulation results are obtained using MATLAB to evaluate the estimator under different control methods and subject to parametric uncertainty. © 1993-2012 IEEE.","Point absorber; unknown input observer; wave energy conversion; wave excitation force (WEF)","Degrees of freedom (mechanics); Drag; MATLAB; Stochastic systems; Energy maximization; Parametric uncertainties; Receding-horizon estimation; Regular and irregular waves; Single degree of freedoms; Unknown input estimation; Unknown input estimators; Wave energy converters; Wave energy conversion",,,,,,"English",Article,"Final","",Scopus
"57219855268;55922361900;57219850518;57219849632;","Sustainable urban water conservation strategy for a planned city of a developing country: a perspective from DHA City Karachi",2020,"Arabian Journal of Geosciences",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095790488&doi=10.1007%2fs12517-020-06180-2&partnerID=40&md5=b3f402a43aab444208eb7c7faa51ca5d","Pakistan, previously a water-surplus country, is now a water-stressed country. Water is essential to achieve sustainable urban development, and the use of alternate water resources could provide essential support to urban development in the water crisis scenario. In water-scarce areas, where new water resource implementation is very difficult, water conservation practices serve efficiently and valuably. The study area, DHA City Karachi (DCK), has been visualized as Pakistan’s first city which will likely serve as a role model for the future independent planned cities in the developing world. In this study, after water demand estimation for the study area, water conservation techniques have been implemented using scenario-based model approach. These techniques are water efficient fixtures (WEF) usages, dry cooling in power plant (DCP), grey water recycling (GWR), and black water recycling (BWR). The designed strategy implementation provides an overall 54% water reduction. The result shows that the best water demand reduction strategy is the deployment of WEF which is 59% of the total water reduction. Thus, the results of the study suggest that similar scenario-based urban water conservation strategies can be implemented for other regions of the world having water scarcity. © 2020, Saudi Society for Geosciences.","Black water recycling; Efficient fixtures; Grey water reuse; Urban water conservation; Water demands","backwater; cooling; developing world; power plant; recycling; sustainability; urban development; water demand; water resource; water use efficiency; Karachi; Pakistan; Sind",,,,,,"English",Article,"Final","",Scopus
